_id,timestamp,device_id,battery_start,battery_end,double_end_timestamp
463,1500314668529,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314669200
464,1500314670761,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314673094
465,1500314673844,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314676205
466,1500314676909,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314678144
467,1500314678920,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314680111
468,1500314680796,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314682050
469,1500314682792,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314684044
470,1500314685613,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314686756
471,1500314695536,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314714852
472,1500314715531,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314716762
473,1500314717453,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314718693
474,1500314719412,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314720593
475,1500314722044,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314723373
476,1500314724154,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314726238
477,1500314726951,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314728149
612,1500328414572,815717e9-cd15-4d4e-b35c-a0206bc0aa24,28,28,1500328420119
613,1500328420337,815717e9-cd15-4d4e-b35c-a0206bc0aa24,28,28,1500328422607
614,1500328749601,815717e9-cd15-4d4e-b35c-a0206bc0aa24,30,30,1500328751421
615,1500328799114,815717e9-cd15-4d4e-b35c-a0206bc0aa24,30,30,1500328799244
69,1500328818052,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,67,1500339258756
616,1500328839603,815717e9-cd15-4d4e-b35c-a0206bc0aa24,31,31,1500328839683
617,1500329014171,815717e9-cd15-4d4e-b35c-a0206bc0aa24,32,32,1500329014432
